LENZE,,            E84AVBDE1124SX0,"Преобразователь частоты E84AVBDE1124SX0,  №13467619",13467619,549.04 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVBDE1522SX0,"Преобразователь частоты E84AVBDE1522SX0,  №13468175",13468175,441.25 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVBDE1524SX0,"Преобразователь частоты E84AVBDE1524SX0,  №13467620",13467620,613.03 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVBDE2224SX0,"Преобразователь частоты E84AVBDE2224SX0 BaseLine 2,2 kW, без CAN 13465973/13318980",13465973,702.29 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVBDE3024SX0,"Преобразователь частоты E84AVBDE3024SX0,  №13433156",13433156,789.89 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVBDE3712SX0    Base Line D,"Преобразователь частоты E84AVBDE3712SX0    Base Line D,  №13466006/13433141",13466006,311.58 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVBDE3714SX0,"Преобразователь частоты E84AVBDE3714SX0,  №13467621/13466036",13467621,384.00 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVBDE5512SX0,"Преобразователь частоты E84AVBDE5512SX0,  №13433142/13351546",13433142,335.15 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVBDE5514SX0, 0,55 kW, 400 V, BaseLine","Преобразователь частоты E84AVBDE5514SX0, 0,55 kW, 400 V, BaseLine",13466037,424.41 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVBDE7512SX0,"Преобразователь частоты E84AVBDE7512SX0,  №13466008",13466008,355.36 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVBDE7514SX0,"Преобразователь частоты E84AVBDE7514SX0,  №13467622",13467622,483.36 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCC5512SXS,"Преобразователь частоты E84AVHCC5512SXS,  №15845777",15845777,589.03 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCC5524VB0,"Преобразователь частоты E84AVHCC5524VB0,  №15495366",15495366,"1,964.47 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCC5524VB0     HighLine C,"Преобразователь частоты E84AVHCC5524VB0     HighLine C,  №15439921",15439921,"1,964.47 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCC7512SXS,"Преобразователь частоты E84AVHCC7512SXS,  №15844865",15844865,634.92 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCC7512VXS,"Преобразователь частоты E84AVHCC7512VXS,  №15857912",15857912,688.49 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCC7512VXS-ETXXX,"Преобразователь частоты cold plate E84AVHCC7512VXS-ETXXX,  №15495287",15495287,"1,009.79 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCD7514SB0,"Преобразователь частоты E84AVHCD7514SB0,  №15873815",15873815,"1,000.58 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE1122SX0 1,1 kW, 230 V, HighLine ","Преобразователь E84AVHCE1122SX0, 1,1 kW, 230 V, HighLine  №15846728/15485490",15846728,634.92 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1124SB0,"Преобразователь частоты E84AVHCE1124SB0,  №15843176",15843176,"1,023.54 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1124SX0-XXKXX ,"Преобразователь частоты  E84AVHCE1124SX0-XXKXX  с клавиатурой , 1,1kW, 400V, серия High Line C",15390822,"1,032.72 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE1124SX0, High Line, 1,1kW, 400V","Преобразователь частоты  E84AVHCE1124SX0, 1,1kW, 400V,     IP20,  серия High Line №15843009",15843009,902.68 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1124SX7,"Преобразователь частоты E84AVHCE1124SX7,  №15843010",15843010,902.68 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1134SB0,"Преобразователь частоты E84AVHCE1134SB0,  №15844566",15844566,"2,721.78 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE1134SX0, HighLine, 11 kW,","Преобразователь частоты  E84AVHCE1134SX0, HighLine, 11 kW, 400V №15842877",15842877,"2,600.92 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1134SX7,"Преобразователь частоты E84AVHCE1134SX7,  №15842834",15842834,"2,600.92 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1522SB0,"Преобразователь частоты E84AVHCE1522SB0,  №15486570",15486570,824.64 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE1522SX0, HighLine С, 1,5 kW, 230V","Преобразователь частоты  E84AVHCE1522SX0, HighLine С, 1,5 kW, 230V, №15843196/15485532",15843196,703.78 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1524SB0,"Преобразователь частоты E84AVHCE1524SB0,  №15843068/15529807",15843068,"1,130.63 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1524SB0-PMXXX,"Преобразователь частоты E84AVHCE1524SB0-PMXXX,  №15844313",15844313,"1,375.43 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE1524SX0, HighLine С, 1,5 kW","Преобразователь частоты  E84AVHCE1524SX0, HighLine С, 1,5 kW, 400V №15843147/15485533",15843147,"1,009.77 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1524SX7,"Преобразователь частоты E84AVHCE1524SX7,  №15843682",15843682,"1,009.77 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1524VB0,"Преобразователь частоты E84AVHCE1524VB0,  №15842820",15842820,"1,184.20 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1524VX0,"Преобразователь частоты E84AVHCE1524VX0,  №15842819/15490324",15842819,"1,063.32 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1534SB0 15.0 кВт,"Преобразователь частоты E84AVHCE1534SB0,  №15862447/15486049",15862447,"3,563.27 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE1534SX0, HighLine 15квт","Преобразователь частоты  E84AVHCE1534SX0, HighLine, 15 kW, 400V №15845430/15485541",15845430,"3,442.41 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1534VB0,"Преобразователь частоты E84AVHCE1534VB0, №15945153",15945153,"3,861.63 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE1834VB0,"Преобразователь частоты E84AVHCE1834VB0,  №15845311",15845311,"4,175.24 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE1834VX0, HighLine, 18,5 kW ","Преобразователь частоты  E84AVHCE1834VX0, HighLine, 18,5 kW, 400V IP20 ",15485498,"4,054.38 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE2222SB0,"Преобразователь частоты E84AVHCE2222SB0,  №15843601",15843601,916.44 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE2222SX0, HighLine С, 2,2 kW, 230V","Преобразователь частоты  E84AVHCE2222SX0, HighLine С, 2,2 kW, 230V, 15845258/15485534",15845258,795.58 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE2222VB0,"Преобразователь частоты E84AVHCE2222VB0,  №15701363",15701363,970.00 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE2224SB0,"Преобразователь частоты E84AVHCE2224SB0,  №15843392/15842964/15486900",15843392,"1,268.34 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE2224SB0-ERXXX,"Преобразователь частоты E84AVHCE2224SB0-ERXXX,  №15529234",15529234,"1,604.91 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE2224SX0, HighLine С, 2,2 kW, 400V","Преобразователь частоты  E84AVHCE2224SX0, HighLine С, 2,2 kW, 400V №15843229",15843229,"1,147.46 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE2224SX7,"Преобразователь частоты E84AVHCE2224SX7,  №15846095",15846095,"1,147.46 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE2234VB0 22.0 кВт,"Преобразователь частоты E84AVHCE2234VB0,  №15490063",15490063,"4,481.24 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE2234VX0, HighLine, 22 kW, 400V","Преобразователь частоты  E84AVHCE2234VX0, HighLine, 22 kW, 400V №15843394",15843394,"4,360.38 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE2512SB0,"Преобразователь частоты E84AVHCE2512SB0,  №15486571",15486571,579.83 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE2512SX0,"Преобразователь частоты E84AVHCE2512SX0, №15843200/15485483",15843200,458.98 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE3024SBS 3.0 кВт,"Преобразователь частоты E84AVHCE3024SBS,  №15842964/15485591",15842964,"1,406.02 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE3024SX7,"Преобразователь частоты E84AVHCE3024SX7,  №15842918",15842918,"1,285.16 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE3024SXS, HighLine С, 3 kW, 400V","Преобразователь частоты  E84AVHCE3024SXS, HighLine С, 3 kW, 400V №15843231",15843231,"1,285.16 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE3024VXS,"Преобразователь частоты E84AVHCE3024VXS,  №15847530",15847530,"1,338.72 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE3034VX0, HighLine, 30 kW, 400V","Преобразователь частоты  E84AVHCE3034VX0, HighLine, 30 kW, 400V",15847529,"5,048.85 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE3712SX0 0,37 kW, 230 V, HighLine ","Преобразователь частоты  E84AVHCE3712SX0    HighLine C     ; 0,37  кВт ;  1/N/PE AC 230/240 В 50/60 Гц  ;  Выходной расчетный ток 2,4 A  ;IP20    №15842937",15842937,489.59 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE3714SB0,"Преобразователь частоты E84AVHCE3714SB0,  №15843066",15843066,755.80 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE3714SB0-ERXXX,"Преобразователь частоты E84AVHCE3714SB0-ERXXX,  №15522411",15522411,"1,092.37 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE3714SB0-PMXXX,"Преобразователь частоты E84AVHCE3714SB0-PMXXX,  №15844409",15844409,"1,000.58 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE3714SX0,"Преобразователь частоты  E84AVHCE3714SX0, №15843225",15843225,634.92 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE3714SX0-XXKXX,"Преобразователь частоты E84AVHCE3714SX0, №15844050",15844050,764.98 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE3734VB0 37.0 кВт HighLine C,"Преобразователь частоты E84AVHCE3734VB0,  HighLine C №15485647",15485647,"6,011.20 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE3734VX0, HighLine, 37 kW, 400V","Преобразователь частоты  E84AVHCE3734VX0, HighLine, 37 kW, 400V №15851091",15851091,"5,890.34 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE4024SB0,"Преобразователь частоты E84AVHCE4024SB0,  №15844297/15486987",15844297,"1,543.72 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE4024SX0, HighLine, 4 kW, 400V","Преобразователь частоты  E84AVHCE4024SX0, HighLine, 4 kW, 400V №15843230",15843230,"1,422.86 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE4024SX7,"Преобразователь частоты E84AVHCE4024SX7,  №15843590",15843590,"1,422.86 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE4534VB0,"Преобразователь частоты E84AVHCE4534VB0,  №15485643/ 15855901",15485643,"6,852.65 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE4534VX0,"Преобразователь частоты E84AVHCE4534VX0,  №15849747",15849747,"6,861.84 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE4534VX0   HighLine 45квт,"Преобразователь частоты E84AVHCE4534VX0   HighLine,  45квт, 380В №15844834/15485630",15844834,"6,731.79 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE5512SB0,"Преобразователь частоты E84AVHCE5512SB0,  №15843109",15843109,641.04 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE5512SX0 0,55 kW, 230 V, HighLine ","Преобразователь частоты E84AVHCE5512SX0, 0,55 kW, 230 V, HighLine  №15843201/15485486",15843201,520.18 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE5514SB0,"Преобразователь частоты E84AVHCE5514SB0,  №15843417/15786135",15843417,824.64 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE5514SX0 High Line, 0,55kW 400V","Преобразователь частоты E84AVHCE5514SX0 HighLine, 0,55kW 400V №15843226/15786231",15843226,703.78 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE5514SX7,"Преобразователь частоты E84AVHCE5514SX7,  №15849498",15849498,703.78 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE5524SB0 5.5 кВт,"Преобразователь частоты E84AVHCE5524SB0,  №15844015/15486898",15844015,"1,788.52 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE5524SX0,"Преобразователь частоты E84AVHCE5524SX0,  №15868959",15868959,"1,997.64 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE5524SX0, HighLine, 5,5 kW","Преобразователь частоты  E84AVHCE5524SX0, HighLine, 5,5 kW, 400V №15843282",15843282,"1,667.65 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE5524SX7,"Преобразователь частоты E84AVHCE5524SX7,  №15847381",15847381,"1,667.65 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE5524VB0,"Преобразователь частоты E84AVHCE5524VB0,  №15843744",15843744,"1,842.07 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE5524VX0,"Преобразователь частоты E84AVHCE5524VX0,  №15845790/15485594",15845790,"1,721.21 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE7512SB0,"Преобразователь частоты E84AVHCE7512SB0,  №15489911",15489911,686.95 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE7512SX0, 0,75 kW, 230 V, HighLine ","Преобразователь частоты  E84AVHCE7512SX0, 0,75 kW, 230 V, HighLine №15843252/15485488",15843252,566.09 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE7514SB0 0.75 кВт,"Преобразователь частоты E84AVHCE7514SB0,  №15486510",15486510,916.44 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE7514SX0, 0,75 kW, 400 V, HighLine ","Преобразователь частоты  E84AVHCE7514SX0, 0,75 kW, 400 V, HighLine  №15843227/15785566",15843227,795.58 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE7514SX7,"Преобразователь частоты E84AVHCE7514SX7,  №15869524",15869524,795.58 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE7514VB0,"Преобразователь частоты E84AVHCE7514VB0,  №15843743",15843743,970.00 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE7514VX0,"Преобразователь частоты E84AVHCE7514VX0, №15847741",15847741,849.14 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE7524SB0,"Преобразователь частоты E84AVHCE7524SB0,  №15843126/15487096",15843126,"2,232.20 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVHCE7524SX0, HighLine, 7,5 kW, 400V","Преобразователь частоты  E84AVHCE7524SX0, HighLine, 7,5 kW, 400V №15843642",15843642,"2,111.34 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVHCE7524SX7,"Преобразователь частоты E84AVHCE7524SX7,  №15853003",15853003,"2,111.34 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCC1524VXS,"Преобразователь частоты E84AVSCC1524VXS,  №16138677",16138677,933.29 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCC2224VXS,"Преобразователь частоты E84AVSCC2224VXS,  №16138675",16138675,"1,048.03 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCC2234VX0,"Преобразователь частоты E84AVSCC2234VX0,  №15567580",15567580,"4,054.38 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCC2512VX0,"Преобразователь частоты E84AVSCC2512VX0,  №15850855",15850855,465.12 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCC5524VX0,"Преобразователь частоты E84AVSCC5524VX0,  №15907357",15907357,"1,522.33 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCC7512SXS,"Преобразователь частоты E84AVSCC7512SXS,  №15875771",15875771,504.89 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCC7512VXS,"Преобразователь частоты E84AVSCC7512VXS,  №15957467",15957467,558.45 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCD1522VX0,"Преобразователь частоты E84AVSCD1522VX0, Push through technique, 1.5 кВт, 230 V AC  №15892145",15892145,711.44 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCD3712VX0,"Преобразователь частоты E84AVSCD3712VX0, Push through technique, 0.37 кВт, 230 V AC  №15892146",15892146,507.95 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCE1122SB0,"Преобразователь частоты E84AVSCE1122SB0,  №15843136/15518868",15843136,618.09 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVSCE1122SX0, 1,1 kW, 230 V, StateLine C","Преобразователь частоты  E84AVSCE1122SX0, 1,1 kW, 230 V, StateLine C №15843362",15843362,497.23 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCE1124SB0,"Преобразователь частоты E84AVSCE1124SB0,  №15844629/15518065/15844629/15518065",15844629,832.28 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCE1124SB0-PMXXX,"Преобразователь частоты E84AVSCE1124SB0-PMXXX,  №15520656",15520656,"1,077.08 EUR",EUR,,ff2fb945.html,,,,,,
LENZE,,"            E84AVSCE1124SX0  1,1 kW, 400V, StateLine ","Преобразователь частоты E84AVSCE1124SX0  1,1 kW, 400V, StateLine    3.2/2.6 A ;  IP20 ; Sap № 15842878/15517811",15842878,711.42 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCE1124SX7,"Преобразователь частоты E84AVSCE1124SX7,  №15843920",15843920,711.42 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCE1124VB0,"Преобразователь частоты E84AVSCE1124VB0,  №15529403",15529403,885.85 EUR,EUR,,ff2fb945.html,,,,,,
LENZE,,            E84AVSCE1134SB0,"Преобразователь частоты E84AVSCE1134SB0,  №15843218/15518268",15843218,"2,339.30 EUR",EUR,,ff2fb945.html,,,,,,
